,company_name,rating,company_reviews,company_age,number_of_employees
8670,TCS,3.9,(54.2k Reviews),55 years old,1 Lakh+ Employees (India)
8671,Accenture,4.1,(34.4k Reviews),34 years old,1 Lakh+ Employees (India)
8672,Cognizant,3.9,(31.6k Reviews),29 years old,1 Lakh+ Employees (India)
8673,ICICI Bank,4.0,(35.5k Reviews),29 years old,1 Lakh+ Employees (India)
8674,HDFC Bank,4.0,(41.8k Reviews),29 years old,50k-1 Lakh Employees (India)
8675,Wipro,3.9,(30.9k Reviews),78 years old,1 Lakh+ Employees (India)
8676,Infosys,3.9,(30.1k Reviews),42 years old,1 Lakh+ Employees (India)
8677,Capgemini,3.9,(25.5k Reviews),56 years old,1 Lakh+ Employees (India)
8678,Tech Mahindra,3.7,(22.9k Reviews),37 years old,50k-1 Lakh Employees (India)
8679,Genpact,4.0,(20.6k Reviews),26 years old,50k-1 Lakh Employees (India)
8680,HCLTech,3.8,(19.8k Reviews),32 years old,1 Lakh+ Employees (India)
8681,Amazon,4.2,(19.8k Reviews),29 years old,1 Lakh+ Employees (India)
8682,Axis Bank,3.9,(19.6k Reviews),30 years old,50k-1 Lakh Employees (India)
8683,Concentrix Corpo...,4.0,(15.8k Reviews),40 years old,10k-50k Employees (India)
8684,IBM,4.2,(16k Reviews),112 years old,1 Lakh+ Employees (India)
8685,Reliance Jio,4.0,(15.6k Reviews),16 years old,50k-1 Lakh Employees (India)
8686,Larsen & Toubro ...,4.1,(25.4k Reviews),77 years old,10k-50k Employees (India)
8687,HDB Financial Se...,4.0,(14k Reviews),16 years old,1 Lakh+ Employees (India)
8688,Vodafone Idea,4.2,(13.6k Reviews),5 years old,10k-50k Employees (India)
8689,Teleperformance,3.6,(15.3k Reviews),45 years old,50k-1 Lakh Employees (India)
8690,Reliance Retail,4.1,(18.2k Reviews),17 years old,1 Lakh+ Employees (Global)
8691,Kotak Mahindra B...,3.9,(14.2k Reviews),20 years old,10k-50k Employees (India)
8692,Deloitte,4.1,(11k Reviews),178 years old,10k-50k Employees (India)
8693,Reliance Industr...,4.1,(47.7k Reviews),50 years old,10k-50k Employees (India)
8694,Bharti Airtel,4.1,(12.9k Reviews),28 years old,10k-50k Employees (India)
8695,TCS,3.9,(54.2k Reviews),55 years old,1 Lakh+ Employees (India)
8696,Accenture,4.1,(34.4k Reviews),34 years old,1 Lakh+ Employees (India)
8697,Cognizant,3.9,(31.6k Reviews),29 years old,1 Lakh+ Employees (India)
8698,ICICI Bank,4.0,(35.5k Reviews),29 years old,1 Lakh+ Employees (India)
8699,HDFC Bank,4.0,(41.8k Reviews),29 years old,50k-1 Lakh Employees (India)
8700,Wipro,3.9,(30.9k Reviews),78 years old,1 Lakh+ Employees (India)
8701,Infosys,3.9,(30.1k Reviews),42 years old,1 Lakh+ Employees (India)
8702,Capgemini,3.9,(25.5k Reviews),56 years old,1 Lakh+ Employees (India)
8703,Tech Mahindra,3.7,(22.9k Reviews),37 years old,50k-1 Lakh Employees (India)
8704,Genpact,4.0,(20.6k Reviews),26 years old,50k-1 Lakh Employees (India)
8705,HCLTech,3.8,(19.8k Reviews),32 years old,1 Lakh+ Employees (India)
8706,Amazon,4.2,(19.8k Reviews),29 years old,1 Lakh+ Employees (India)
8707,Axis Bank,3.9,(19.6k Reviews),30 years old,50k-1 Lakh Employees (India)
8708,Concentrix Corpo...,4.0,(15.8k Reviews),40 years old,10k-50k Employees (India)
8709,IBM,4.2,(16k Reviews),112 years old,1 Lakh+ Employees (India)
8710,Reliance Jio,4.0,(15.6k Reviews),16 years old,50k-1 Lakh Employees (India)
8711,Larsen & Toubro ...,4.1,(25.4k Reviews),77 years old,10k-50k Employees (India)
8712,HDB Financial Se...,4.0,(14k Reviews),16 years old,1 Lakh+ Employees (India)
8713,Vodafone Idea,4.2,(13.6k Reviews),5 years old,10k-50k Employees (India)
8714,Teleperformance,3.6,(15.3k Reviews),45 years old,50k-1 Lakh Employees (India)
8715,Reliance Retail,4.1,(18.2k Reviews),17 years old,1 Lakh+ Employees (Global)
8716,Kotak Mahindra B...,3.9,(14.2k Reviews),20 years old,10k-50k Employees (India)
8717,Deloitte,4.1,(11k Reviews),178 years old,10k-50k Employees (India)
8718,Reliance Industr...,4.1,(47.7k Reviews),50 years old,10k-50k Employees (India)
8719,Bharti Airtel,4.1,(12.9k Reviews),28 years old,10k-50k Employees (India)
8720,BYJU'S,3.4,(14.4k Reviews),12 years old,1k-5k Employees (India)
8721,TCS,3.9,(54.2k Reviews),55 years old,1 Lakh+ Employees (India)
8722,Accenture,4.1,(34.4k Reviews),34 years old,1 Lakh+ Employees (India)
8723,Cognizant,3.9,(31.6k Reviews),29 years old,1 Lakh+ Employees (India)
8724,ICICI Bank,4.0,(35.5k Reviews),29 years old,1 Lakh+ Employees (India)
8725,HDFC Bank,4.0,(41.8k Reviews),29 years old,50k-1 Lakh Employees (India)
8726,Wipro,3.9,(30.9k Reviews),78 years old,1 Lakh+ Employees (India)
8727,Infosys,3.9,(30.1k Reviews),42 years old,1 Lakh+ Employees (India)
8728,Capgemini,3.9,(25.5k Reviews),56 years old,1 Lakh+ Employees (India)
8729,Tech Mahindra,3.7,(22.9k Reviews),37 years old,50k-1 Lakh Employees (India)
8730,Genpact,4.0,(20.6k Reviews),26 years old,50k-1 Lakh Employees (India)
8731,HCLTech,3.8,(19.8k Reviews),32 years old,1 Lakh+ Employees (India)
8732,Amazon,4.2,(19.8k Reviews),29 years old,1 Lakh+ Employees (India)
8733,Axis Bank,3.9,(19.6k Reviews),30 years old,50k-1 Lakh Employees (India)
8734,Concentrix Corpo...,4.0,(15.8k Reviews),40 years old,10k-50k Employees (India)
8735,IBM,4.2,(16k Reviews),112 years old,1 Lakh+ Employees (India)
8736,Reliance Jio,4.0,(15.6k Reviews),16 years old,50k-1 Lakh Employees (India)
8737,Larsen & Toubro ...,4.1,(25.4k Reviews),77 years old,10k-50k Employees (India)
8738,HDB Financial Se...,4.0,(14k Reviews),16 years old,1 Lakh+ Employees (India)
8739,Vodafone Idea,4.2,(13.6k Reviews),5 years old,10k-50k Employees (India)
8740,Teleperformance,3.6,(15.3k Reviews),45 years old,50k-1 Lakh Employees (India)
8741,Reliance Retail,4.1,(18.2k Reviews),17 years old,1 Lakh+ Employees (Global)
8742,Kotak Mahindra B...,3.9,(14.2k Reviews),20 years old,10k-50k Employees (India)
8743,Deloitte,4.1,(11k Reviews),178 years old,10k-50k Employees (India)
8744,Reliance Industr...,4.1,(47.7k Reviews),50 years old,10k-50k Employees (India)
8745,Bharti Airtel,4.1,(12.9k Reviews),28 years old,10k-50k Employees (India)
8746,BYJU'S,3.4,(14.4k Reviews),12 years old,1k-5k Employees (India)
8747,Tata Motors,4.1,(12.5k Reviews),78 years old,10k-50k Employees (India)
8748,TCS,3.9,(54.2k Reviews),55 years old,1 Lakh+ Employees (India)
8749,Accenture,4.1,(34.4k Reviews),34 years old,1 Lakh+ Employees (India)
8750,Cognizant,3.9,(31.6k Reviews),29 years old,1 Lakh+ Employees (India)
8751,ICICI Bank,4.0,(35.5k Reviews),29 years old,1 Lakh+ Employees (India)
8752,HDFC Bank,4.0,(41.8k Reviews),29 years old,50k-1 Lakh Employees (India)
8753,Wipro,3.9,(30.9k Reviews),78 years old,1 Lakh+ Employees (India)
8754,Infosys,3.9,(30.1k Reviews),42 years old,1 Lakh+ Employees (India)
8755,Capgemini,3.9,(25.5k Reviews),56 years old,1 Lakh+ Employees (India)
8756,Tech Mahindra,3.7,(22.9k Reviews),37 years old,50k-1 Lakh Employees (India)
8757,Genpact,4.0,(20.6k Reviews),26 years old,50k-1 Lakh Employees (India)
8758,HCLTech,3.8,(19.8k Reviews),32 years old,1 Lakh+ Employees (India)
8759,Amazon,4.2,(19.8k Reviews),29 years old,1 Lakh+ Employees (India)
8760,Axis Bank,3.9,(19.6k Reviews),30 years old,50k-1 Lakh Employees (India)
8761,Concentrix Corpo...,4.0,(15.8k Reviews),40 years old,10k-50k Employees (India)
8762,IBM,4.2,(16k Reviews),112 years old,1 Lakh+ Employees (India)
8763,Reliance Jio,4.0,(15.6k Reviews),16 years old,50k-1 Lakh Employees (India)
8764,Larsen & Toubro ...,4.1,(25.4k Reviews),77 years old,10k-50k Employees (India)
8765,HDB Financial Se...,4.0,(14k Reviews),16 years old,1 Lakh+ Employees (India)
8766,Vodafone Idea,4.2,(13.6k Reviews),5 years old,10k-50k Employees (India)
8767,Teleperformance,3.6,(15.3k Reviews),45 years old,50k-1 Lakh Employees (India)
8768,Reliance Retail,4.1,(18.2k Reviews),17 years old,1 Lakh+ Employees (Global)
8769,Kotak Mahindra B...,3.9,(14.2k Reviews),20 years old,10k-50k Employees (India)
8770,Deloitte,4.1,(11k Reviews),178 years old,10k-50k Employees (India)
8771,Reliance Industr...,4.1,(47.7k Reviews),50 years old,10k-50k Employees (India)
8772,Bharti Airtel,4.1,(12.9k Reviews),28 years old,10k-50k Employees (India)
8773,BYJU'S,3.4,(14.4k Reviews),12 years old,1k-5k Employees (India)
8774,Tata Motors,4.1,(12.5k Reviews),78 years old,10k-50k Employees (India)
8775,Flipkart,4.2,(12.8k Reviews),16 years old,10k-50k Employees (India)
8776,TCS,3.9,(54.2k Reviews),55 years old,1 Lakh+ Employees (India)
8777,Accenture,4.1,(34.4k Reviews),34 years old,1 Lakh+ Employees (India)
8778,Cognizant,3.9,(31.6k Reviews),29 years old,1 Lakh+ Employees (India)
8779,ICICI Bank,4.0,(35.5k Reviews),29 years old,1 Lakh+ Employees (India)
8780,HDFC Bank,4.0,(41.8k Reviews),29 years old,50k-1 Lakh Employees (India)
8781,Wipro,3.9,(30.9k Reviews),78 years old,1 Lakh+ Employees (India)
8782,Infosys,3.9,(30.1k Reviews),42 years old,1 Lakh+ Employees (India)
8783,Capgemini,3.9,(25.5k Reviews),56 years old,1 Lakh+ Employees (India)
8784,Tech Mahindra,3.7,(22.9k Reviews),37 years old,50k-1 Lakh Employees (India)
8785,Genpact,4.0,(20.6k Reviews),26 years old,50k-1 Lakh Employees (India)
8786,HCLTech,3.8,(19.8k Reviews),32 years old,1 Lakh+ Employees (India)
8787,Amazon,4.2,(19.8k Reviews),29 years old,1 Lakh+ Employees (India)
8788,Axis Bank,3.9,(19.6k Reviews),30 years old,50k-1 Lakh Employees (India)
8789,Concentrix Corpo...,4.0,(15.8k Reviews),40 years old,10k-50k Employees (India)
8790,IBM,4.2,(16k Reviews),112 years old,1 Lakh+ Employees (India)
8791,Reliance Jio,4.0,(15.6k Reviews),16 years old,50k-1 Lakh Employees (India)
8792,Larsen & Toubro ...,4.1,(25.4k Reviews),77 years old,10k-50k Employees (India)
8793,HDB Financial Se...,4.0,(14k Reviews),16 years old,1 Lakh+ Employees (India)
8794,Vodafone Idea,4.2,(13.6k Reviews),5 years old,10k-50k Employees (India)
8795,Teleperformance,3.6,(15.3k Reviews),45 years old,50k-1 Lakh Employees (India)
8796,Reliance Retail,4.1,(18.2k Reviews),17 years old,1 Lakh+ Employees (Global)
8797,Kotak Mahindra B...,3.9,(14.2k Reviews),20 years old,10k-50k Employees (India)
8798,Deloitte,4.1,(11k Reviews),178 years old,10k-50k Employees (India)
8799,Reliance Industr...,4.1,(47.7k Reviews),50 years old,10k-50k Employees (India)
8800,Bharti Airtel,4.1,(12.9k Reviews),28 years old,10k-50k Employees (India)
8801,BYJU'S,3.4,(14.4k Reviews),12 years old,1k-5k Employees (India)
8802,Tata Motors,4.1,(12.5k Reviews),78 years old,10k-50k Employees (India)
8803,Flipkart,4.2,(12.8k Reviews),16 years old,10k-50k Employees (India)
8804,WNS,3.7,(7.4k Reviews),27 years old,10k-50k Employees (India)
8805,TCS,3.9,(54.2k Reviews),55 years old,1 Lakh+ Employees (India)
8806,Accenture,4.1,(34.4k Reviews),34 years old,1 Lakh+ Employees (India)
8807,Cognizant,3.9,(31.6k Reviews),29 years old,1 Lakh+ Employees (India)
8808,ICICI Bank,4.0,(35.5k Reviews),29 years old,1 Lakh+ Employees (India)
8809,HDFC Bank,4.0,(41.8k Reviews),29 years old,50k-1 Lakh Employees (India)
8810,Wipro,3.9,(30.9k Reviews),78 years old,1 Lakh+ Employees (India)
8811,Infosys,3.9,(30.1k Reviews),42 years old,1 Lakh+ Employees (India)
8812,Capgemini,3.9,(25.5k Reviews),56 years old,1 Lakh+ Employees (India)
8813,Tech Mahindra,3.7,(22.9k Reviews),37 years old,50k-1 Lakh Employees (India)
8814,Genpact,4.0,(20.6k Reviews),26 years old,50k-1 Lakh Employees (India)
8815,HCLTech,3.8,(19.8k Reviews),32 years old,1 Lakh+ Employees (India)
8816,Amazon,4.2,(19.8k Reviews),29 years old,1 Lakh+ Employees (India)
8817,Axis Bank,3.9,(19.6k Reviews),30 years old,50k-1 Lakh Employees (India)
8818,Concentrix Corpo...,4.0,(15.8k Reviews),40 years old,10k-50k Employees (India)
8819,IBM,4.2,(16k Reviews),112 years old,1 Lakh+ Employees (India)
8820,Reliance Jio,4.0,(15.6k Reviews),16 years old,50k-1 Lakh Employees (India)
8821,Larsen & Toubro ...,4.1,(25.4k Reviews),77 years old,10k-50k Employees (India)
8822,HDB Financial Se...,4.0,(14k Reviews),16 years old,1 Lakh+ Employees (India)
8823,Vodafone Idea,4.2,(13.6k Reviews),5 years old,10k-50k Employees (India)
8824,Teleperformance,3.6,(15.3k Reviews),45 years old,50k-1 Lakh Employees (India)
8825,Reliance Retail,4.1,(18.2k Reviews),17 years old,1 Lakh+ Employees (Global)
8826,Kotak Mahindra B...,3.9,(14.2k Reviews),20 years old,10k-50k Employees (India)
8827,Deloitte,4.1,(11k Reviews),178 years old,10k-50k Employees (India)
8828,Reliance Industr...,4.1,(47.7k Reviews),50 years old,10k-50k Employees (India)
8829,Bharti Airtel,4.1,(12.9k Reviews),28 years old,10k-50k Employees (India)
8830,BYJU'S,3.4,(14.4k Reviews),12 years old,1k-5k Employees (India)
8831,Tata Motors,4.1,(12.5k Reviews),78 years old,10k-50k Employees (India)
8832,Flipkart,4.2,(12.8k Reviews),16 years old,10k-50k Employees (India)
8833,WNS,3.7,(7.4k Reviews),27 years old,10k-50k Employees (India)
8834,IndusInd Bank,3.8,(7k Reviews),29 years old,10k-50k Employees (India)
8835,TCS,3.9,(54.2k Reviews),55 years old,1 Lakh+ Employees (India)
8836,TCS,3.9,(54.2k Reviews),55 years old,1 Lakh+ Employees (India)
8837,Accenture,4.1,(34.4k Reviews),34 years old,1 Lakh+ Employees (India)
8838,TCS,3.9,(54.2k Reviews),55 years old,1 Lakh+ Employees (India)
8839,Accenture,4.1,(34.4k Reviews),34 years old,1 Lakh+ Employees (India)
8840,Cognizant,3.9,(31.6k Reviews),29 years old,1 Lakh+ Employees (India)
8841,TCS,3.9,(54.2k Reviews),55 years old,1 Lakh+ Employees (India)
8842,Accenture,4.1,(34.4k Reviews),34 years old,1 Lakh+ Employees (India)
8843,Cognizant,3.9,(31.6k Reviews),29 years old,1 Lakh+ Employees (India)
8844,ICICI Bank,4.0,(35.5k Reviews),29 years old,1 Lakh+ Employees (India)
8845,TCS,3.9,(54.2k Reviews),55 years old,1 Lakh+ Employees (India)
8846,Accenture,4.1,(34.4k Reviews),34 years old,1 Lakh+ Employees (India)
8847,Cognizant,3.9,(31.6k Reviews),29 years old,1 Lakh+ Employees (India)
8848,ICICI Bank,4.0,(35.5k Reviews),29 years old,1 Lakh+ Employees (India)
8849,HDFC Bank,4.0,(41.8k Reviews),29 years old,50k-1 Lakh Employees (India)
8850,TCS,3.9,(54.2k Reviews),55 years old,1 Lakh+ Employees (India)
8851,Accenture,4.1,(34.4k Reviews),34 years old,1 Lakh+ Employees (India)
8852,Cognizant,3.9,(31.6k Reviews),29 years old,1 Lakh+ Employees (India)
8853,ICICI Bank,4.0,(35.5k Reviews),29 years old,1 Lakh+ Employees (India)
8854,HDFC Bank,4.0,(41.8k Reviews),29 years old,50k-1 Lakh Employees (India)
8855,Wipro,3.9,(30.9k Reviews),78 years old,1 Lakh+ Employees (India)
8856,TCS,3.9,(54.2k Reviews),55 years old,1 Lakh+ Employees (India)
8857,Accenture,4.1,(34.4k Reviews),34 years old,1 Lakh+ Employees (India)
8858,Cognizant,3.9,(31.6k Reviews),29 years old,1 Lakh+ Employees (India)
8859,ICICI Bank,4.0,(35.5k Reviews),29 years old,1 Lakh+ Employees (India)
8860,HDFC Bank,4.0,(41.8k Reviews),29 years old,50k-1 Lakh Employees (India)
8861,Wipro,3.9,(30.9k Reviews),78 years old,1 Lakh+ Employees (India)
8862,Infosys,3.9,(30.1k Reviews),42 years old,1 Lakh+ Employees (India)
8863,TCS,3.9,(54.2k Reviews),55 years old,1 Lakh+ Employees (India)
8864,Accenture,4.1,(34.4k Reviews),34 years old,1 Lakh+ Employees (India)
8865,Cognizant,3.9,(31.6k Reviews),29 years old,1 Lakh+ Employees (India)
8866,ICICI Bank,4.0,(35.5k Reviews),29 years old,1 Lakh+ Employees (India)
8867,HDFC Bank,4.0,(41.8k Reviews),29 years old,50k-1 Lakh Employees (India)
8868,Wipro,3.9,(30.9k Reviews),78 years old,1 Lakh+ Employees (India)
8869,Infosys,3.9,(30.1k Reviews),42 years old,1 Lakh+ Employees (India)
8870,Capgemini,3.9,(25.5k Reviews),56 years old,1 Lakh+ Employees (India)
8871,TCS,3.9,(54.2k Reviews),55 years old,1 Lakh+ Employees (India)
8872,Accenture,4.1,(34.4k Reviews),34 years old,1 Lakh+ Employees (India)
8873,Cognizant,3.9,(31.6k Reviews),29 years old,1 Lakh+ Employees (India)
8874,ICICI Bank,4.0,(35.5k Reviews),29 years old,1 Lakh+ Employees (India)
8875,HDFC Bank,4.0,(41.8k Reviews),29 years old,50k-1 Lakh Employees (India)
8876,Wipro,3.9,(30.9k Reviews),78 years old,1 Lakh+ Employees (India)
8877,Infosys,3.9,(30.1k Reviews),42 years old,1 Lakh+ Employees (India)
8878,Capgemini,3.9,(25.5k Reviews),56 years old,1 Lakh+ Employees (India)
8879,Tech Mahindra,3.7,(22.9k Reviews),37 years old,50k-1 Lakh Employees (India)
8880,TCS,3.9,(54.2k Reviews),55 years old,1 Lakh+ Employees (India)
8881,Accenture,4.1,(34.4k Reviews),34 years old,1 Lakh+ Employees (India)
8882,Cognizant,3.9,(31.6k Reviews),29 years old,1 Lakh+ Employees (India)
8883,ICICI Bank,4.0,(35.5k Reviews),29 years old,1 Lakh+ Employees (India)
8884,HDFC Bank,4.0,(41.8k Reviews),29 years old,50k-1 Lakh Employees (India)
8885,Wipro,3.9,(30.9k Reviews),78 years old,1 Lakh+ Employees (India)
8886,Infosys,3.9,(30.1k Reviews),42 years old,1 Lakh+ Employees (India)
8887,Capgemini,3.9,(25.5k Reviews),56 years old,1 Lakh+ Employees (India)
8888,Tech Mahindra,3.7,(22.9k Reviews),37 years old,50k-1 Lakh Employees (India)
8889,Genpact,4.0,(20.6k Reviews),26 years old,50k-1 Lakh Employees (India)
8890,TCS,3.9,(54.2k Reviews),55 years old,1 Lakh+ Employees (India)
8891,Accenture,4.1,(34.4k Reviews),34 years old,1 Lakh+ Employees (India)
8892,Cognizant,3.9,(31.6k Reviews),29 years old,1 Lakh+ Employees (India)
8893,ICICI Bank,4.0,(35.5k Reviews),29 years old,1 Lakh+ Employees (India)
8894,HDFC Bank,4.0,(41.8k Reviews),29 years old,50k-1 Lakh Employees (India)
8895,Wipro,3.9,(30.9k Reviews),78 years old,1 Lakh+ Employees (India)
8896,Infosys,3.9,(30.1k Reviews),42 years old,1 Lakh+ Employees (India)
8897,Capgemini,3.9,(25.5k Reviews),56 years old,1 Lakh+ Employees (India)
8898,Tech Mahindra,3.7,(22.9k Reviews),37 years old,50k-1 Lakh Employees (India)
8899,Genpact,4.0,(20.6k Reviews),26 years old,50k-1 Lakh Employees (India)
8900,HCLTech,3.8,(19.8k Reviews),32 years old,1 Lakh+ Employees (India)
8901,TCS,3.9,(54.2k Reviews),55 years old,1 Lakh+ Employees (India)
8902,Accenture,4.1,(34.4k Reviews),34 years old,1 Lakh+ Employees (India)
8903,Cognizant,3.9,(31.6k Reviews),29 years old,1 Lakh+ Employees (India)
8904,ICICI Bank,4.0,(35.5k Reviews),29 years old,1 Lakh+ Employees (India)
8905,HDFC Bank,4.0,(41.8k Reviews),29 years old,50k-1 Lakh Employees (India)
8906,Wipro,3.9,(30.9k Reviews),78 years old,1 Lakh+ Employees (India)
8907,Infosys,3.9,(30.1k Reviews),42 years old,1 Lakh+ Employees (India)
8908,Capgemini,3.9,(25.5k Reviews),56 years old,1 Lakh+ Employees (India)
8909,Tech Mahindra,3.7,(22.9k Reviews),37 years old,50k-1 Lakh Employees (India)
8910,Genpact,4.0,(20.6k Reviews),26 years old,50k-1 Lakh Employees (India)
8911,HCLTech,3.8,(19.8k Reviews),32 years old,1 Lakh+ Employees (India)
8912,Amazon,4.2,(19.8k Reviews),29 years old,1 Lakh+ Employees (India)
8913,TCS,3.9,(54.2k Reviews),55 years old,1 Lakh+ Employees (India)
8914,Accenture,4.1,(34.4k Reviews),34 years old,1 Lakh+ Employees (India)
8915,Cognizant,3.9,(31.6k Reviews),29 years old,1 Lakh+ Employees (India)
8916,ICICI Bank,4.0,(35.5k Reviews),29 years old,1 Lakh+ Employees (India)
8917,HDFC Bank,4.0,(41.8k Reviews),29 years old,50k-1 Lakh Employees (India)
8918,Wipro,3.9,(30.9k Reviews),78 years old,1 Lakh+ Employees (India)
8919,Infosys,3.9,(30.1k Reviews),42 years old,1 Lakh+ Employees (India)
8920,Capgemini,3.9,(25.5k Reviews),56 years old,1 Lakh+ Employees (India)
8921,Tech Mahindra,3.7,(22.9k Reviews),37 years old,50k-1 Lakh Employees (India)
8922,Genpact,4.0,(20.6k Reviews),26 years old,50k-1 Lakh Employees (India)
8923,HCLTech,3.8,(19.8k Reviews),32 years old,1 Lakh+ Employees (India)
8924,Amazon,4.2,(19.8k Reviews),29 years old,1 Lakh+ Employees (India)
8925,Axis Bank,3.9,(19.6k Reviews),30 years old,50k-1 Lakh Employees (India)
8926,TCS,3.9,(54.2k Reviews),55 years old,1 Lakh+ Employees (India)
8927,Accenture,4.1,(34.4k Reviews),34 years old,1 Lakh+ Employees (India)
8928,Cognizant,3.9,(31.6k Reviews),29 years old,1 Lakh+ Employees (India)
8929,ICICI Bank,4.0,(35.5k Reviews),29 years old,1 Lakh+ Employees (India)
8930,HDFC Bank,4.0,(41.8k Reviews),29 years old,50k-1 Lakh Employees (India)
8931,Wipro,3.9,(30.9k Reviews),78 years old,1 Lakh+ Employees (India)
8932,Infosys,3.9,(30.1k Reviews),42 years old,1 Lakh+ Employees (India)
8933,Capgemini,3.9,(25.5k Reviews),56 years old,1 Lakh+ Employees (India)
8934,Tech Mahindra,3.7,(22.9k Reviews),37 years old,50k-1 Lakh Employees (India)
8935,Genpact,4.0,(20.6k Reviews),26 years old,50k-1 Lakh Employees (India)
8936,HCLTech,3.8,(19.8k Reviews),32 years old,1 Lakh+ Employees (India)
8937,Amazon,4.2,(19.8k Reviews),29 years old,1 Lakh+ Employees (India)
8938,Axis Bank,3.9,(19.6k Reviews),30 years old,50k-1 Lakh Employees (India)
8939,Concentrix Corpo...,4.0,(15.8k Reviews),40 years old,10k-50k Employees (India)
8940,TCS,3.9,(54.2k Reviews),55 years old,1 Lakh+ Employees (India)
